chapter,qnum,question,answer
4,437,第四章　教育者編　教育抄　（　　　　）に裏打ちされた厳しさ。,愛おしさ
4,438,第四章　教育者編　教育抄　教育とは究極は（　　　　）と（　　　　）との問題である。,人間
4,439,第四章　教育者編　教育抄　教科書を教えるのではない、教科書（　　　　）教えるのだ。,で
4,440,第四章　教育者編　教育抄　成績が下がったことが問題なのではなく、下がっていることを（　　　　）したことが問題。,放置
4,441,第四章　教育者編　教育抄　子供は（　　　　）に掛かりやすい。上手な（　　　　）で長所を伸ばすのが教育。,暗示
4,442,第四章　教育者編　教育抄　教育は素質より（　　　　）が勝る。,環境
4,443,第四章　教育者編　教育抄　教育は必要なことを今やることである。高邁な（　　　　）をぶつけることだけではない。,理想論
4,444,第四章　教育者編　教育抄　知識は生かじりではなく、教育者の「（　　　　）」であり「骨」でなくてはならない。,肉
4,445,第四章　教育者編　教育抄　生徒に信頼される学力と（　　　　）、親切さと情熱を持っている教育者がいれば、教育のほとんど全ての問題は解決される。,指導力
4,446,第四章　教育者編　教育抄　教育者に（　　　　）や惰性があれば生徒は育たない。魂と魂の触発！そこに真の教育は生まれる。,利己主義
4,447,第四章　教育者編　教育抄　生徒にとって最も好ましい教育者とは、いつも（　　　　）良く接してくれている教育者。,機嫌
4,448,第四章　教育者編　教育抄　全ての（　　　　）は自分自身のため、そう決めた教育者は強い。,労苦
4,449,第四章　教育者編　教育抄　誰人も一個の人格がある。その人なりの自尊心がある。故に、いささかも（　　　　）の心で接してはいけない。,差別
4,450,第四章　教育者編　教育抄　愛情の反対語は（　　　　）。,無関心
4,451,第四章　教育者編　教育抄　言葉は（　　　　）。傲慢は心を傷付け、励ましは最大の価値を生む。,言霊
4,452,第四章　教育者編　教育抄　鍛練は平凡の（　　　　）化。平凡の繰り返しが（　　　　）へ。,非凡
4,453,第四章　教育者編　教育抄　「しつけ」は「（　　　　）」。,し続け
4,454,第四章　教育者編　教育抄　（　　　　）ことを易しく、易しいことを重く、重いことを面白く。,難しい
4,455,第四章　教育者編　教育抄　人は教えられることより（　　　　）されることを欲す。,刺激
4,456,第四章　教育者編　教育抄　一人の子供を（　　　　）させることができたならば、教育者としての人生は無駄ではなかったと言える。,向上
4,457,第四章　教育者編　教育抄　悩める子供をどんな場合も決して追い詰めてはいけない。最大の（　　　　）になるのが教育者だ。,味方
4,458,第四章　教育者編　教育抄　押し付けと（　　　　）は違う。押し付けは百害あって一利なし。（　　　　）は相手を思う大誠実、だから人の心を動かす。,粘り
4,459,第四章　教育者編　教育抄　真剣であれ！（　　　　）であれ！その人こそが清き心、勇気の心を持続できる。,賢明
5,460,第五章　人生編　人生の達人五原則　受けた（　　　　）は石に刻め、懸けた情けは水に流せ。,恩
5,461,第五章　人生編　人生の達人五原則　神は耐えられない試練は与えない。故に、（　　　　）は不可能を意味しないのだ。,逆境
5,462,第五章　人生編　人生の達人五原則　他人と比較し一喜一憂するな。（　　　　）に勝つ人が人生の勝利者なのである。,自分
5,463,第五章　人生編　人生の達人五原則　幸せだから（　　　　）するのではない。（　　　　）しているから幸せなのだ。,感謝
5,464,第五章　人生編　人生の達人五原則　他人のために生きたとき、初めて（　　　　）のために生きたことになる。,自分
5,465,第五章　人生編　幸福の五原則　世の中には幸福も不幸もない。あるのはどう（　　　　）かだけだ。,受け止める
5,466,第五章　人生編　幸福の五原則　人生の幸福とは他人から（　　　　）とされることだ。,必要
5,467,第五章　人生編　幸福の五原則　幸福の便りは（　　　　）ときには、決してやって来ない。,待っている
5,468,第五章　人生編　幸福の五原則　（　　　　）の中に決して幸福は生まれない。,怠惰
5,469,第五章　人生編　幸福の五原則　（　　　　）を一つつく度に、幸せは一つ逃げていく。,溜息
5,470,第五章　人生編　箴言集（七）　夢を持てば持つほど、人は（　　　　）なる。,大きく
5,471,第五章　人生編　箴言集（七）　大きな苦痛と大きな喜びが、最もよく人を（　　　　）。,育てる
5,472,第五章　人生編　箴言集（七）　破壊は一瞬、建設は（　　　　）。,死闘
5,473,第五章　人生編　箴言集（七）　何事かを成就するために必要なもの、それは同志の協力と不屈の（　　　　）なり。,闘志
5,474,第五章　人生編　箴言集（七）　（　　　　）ずれば花開く、切に思うことは成るなり。,念
5,475,第五章　人生編　箴言集（七）　人間の最大の敵は（　　　　）である。,エゴ
5,476,第五章　人生編　箴言集（七）　為せば成る、為さねば（　　　　）何事も、成らぬは人の為さぬなりけり。,成らぬ
5,477,第五章　人生編　箴言集（七）　楽しみ喜びを基盤とした人生か、（　　　　）を基盤とした人生か、自分の意志でどちらにでもできる。,嘆き悲しみ
5,478,第五章　人生編　箴言集（七）　人生最高の宝、それは財産でも名誉でもない。人のためにどれだけ（　　　　）かだ。,尽くした
5,479,第五章　人生編　箴言集（七）　（　　　　）に耐えた者ほど、太陽を暖かく感ずるものだ。,寒さ
5,480,第五章　人生編　箴言集（七）　（　　　　）の人生とは「したいけれどできない」、「できるけれどしたくない」のどちらかだ。,不毛
5,481,第五章　人生編　箴言集（七）　（　　　　）は何も為さぬにはあまりに長く、何かを為すにはあまりに短し。,人生
5,482,第五章　人生編　箴言集（七）　（　　　　）で行え、行ったことを喜べ。それが人生の幸福！,喜ん
5,483,第五章　人生編　箴言集（七）　面白きこともなき世を面白く、（　　　　）ものは心なりけり。,すみなす
5,484,第五章　人生編　箴言集（七）　（　　　　）の良い人は与え上手の人。,人運
5,485,第五章　人生編　箴言集（七）　賢者とは己の人生の（　　　　）を知る者なり。,使命
5,486,第五章　人生編　箴言集（七）　（　　　　）は知恵の源泉、変革の原点なり。,逆境
5,487,第五章　人生編　箴言集（七）　人生は（　　　　）に乗るようなもの、ペダルを踏み続ける限り転ぶことはない。,自転車
5,488,第五章　人生編　箴言集（七）　一所懸命にやればやるほど「（　　　　）」は向こうからやって来る。,運
5,489,第五章　人生編　箴言集（七）　人生は、その出会った人の人生の（　　　　）である。,影
5,490,第五章　人生編　箴言集（七）　一生を終えて後に残るものは、我々が集めたものではなく、我々が（　　　　）ものである。,与えた
6,491,第六章　保護者編　子は親の鏡  二十則　（　　　　）て育つと、子供は人を貶すようになる。,貶され
6,492,第六章　保護者編　子は親の鏡  二十則　（　　　　）した家庭で育つと、子供は乱暴になる。,トゲトゲ
6,493,第六章　保護者編　子は親の鏡  二十則　（　　　　）な気持ちで育てると、子供は不安になる。,不安
6,494,第六章　保護者編　子は親の鏡  二十則　「かわいそうな子だ」と言って育てると、子供は（　　　　）な気持ちになる。,惨め
6,495,第六章　保護者編　子は親の鏡  二十則　子供を（　　　　）にすると、引っ込み思案な子になる。,馬鹿
6,496,第六章　保護者編　子は親の鏡  二十則　親が他人を（　　　　）でばかりいると、子供は人を羨むようになる。,羨ん
6,497,第六章　保護者編　子は親の鏡  二十則　叱り付けてばかりいると、子供は「自分は（　　　　）子なんだ」と思うようになる。,悪い
6,498,第六章　保護者編　子は親の鏡  二十則　励ましてあげれば、子供は（　　　　）を持つようになる。,自信
6,499,第六章　保護者編　子は親の鏡  二十則　広い心で接すれば、（　　　　）る子にはならない。,キレ
6,500,第六章　保護者編　子は親の鏡  二十則　（　　　　）てあげれば、子供は明るい子に育つ。,褒め
6,501,第六章　保護者編　子は親の鏡  二十則　（　　　　）てあげれば、子供は人を愛することを学ぶ。,愛し
6,502,第六章　保護者編　子は親の鏡  二十則　（　　　　）てあげれば、子供は自分が好きになる。,認め
6,503,第六章　保護者編　子は親の鏡  二十則　見つめてあげれば、子供は（　　　　）になる。,頑張り屋
6,504,第六章　保護者編　子は親の鏡  二十則　分かち合うことを教えれば、子供は（　　　　）を学ぶ。,思い遣り
6,505,第六章　保護者編　子は親の鏡  二十則　親が正直であれば、子供は（　　　　）をつかない子になる。,嘘
6,506,第六章　保護者編　子は親の鏡  二十則　子供に公平であれば、子供は（　　　　）のある子に育つ。,正義感
6,507,第六章　保護者編　子は親の鏡  二十則　優しく思い遣りを持って育てれば、子供は（　　　　）子に育つ。,優しい
6,508,第六章　保護者編　子は親の鏡  二十則　守ってあげれば、子供は（　　　　）子に育つ。,強い
6,509,第六章　保護者編　子は親の鏡  二十則　夫婦円満で育てれば、心が（　　　　）した子に育つ。,安定
6,510,第六章　保護者編　子は親の鏡  二十則　夢を語り続ければ、子供は（　　　　）の高い子に育つ。,志
6,511,第六章　保護者編　親業十カ条　（　　　　）を伸ばし、褒めながら育てよう。,長所
6,512,第六章　保護者編　親業十カ条　年齢や性別に関係なく、子供には（　　　　）であろう。,公平
6,513,第六章　保護者編　親業十カ条　まず、子供の（　　　　）に耳を傾けよう。,言い分
6,514,第六章　保護者編　親業十カ条　子供と（　　　　）したことは、必ず実行しよう。,約束
6,515,第六章　保護者編　親業十カ条　兄弟や友人と（　　　　）、それぞれの個性を尊重しよう。,比較せず
6,516,第六章　保護者編　親業十カ条　禁止や命令は上手に工夫し、子供に（　　　　）を与えよう。,満足
6,517,第六章　保護者編　親業十カ条　子供の評価を（　　　　）だけで決め付けるのはやめよう。,成績
6,518,第六章　保護者編　親業十カ条　朝の出発は、明るい声と（　　　　）で送り出そう。,笑顔
6,519,第六章　保護者編　親業十カ条　子供の前で（　　　　）はやめよう。,夫婦喧嘩
6,520,第六章　保護者編　親業十カ条　親も（　　　　）しよう。そのためにいつまでも勉強しよう。,成長
6,521,第六章　保護者編　人を変える九原則　まず（　　　　）。,褒める
6,522,第六章　保護者編　人を変える九原則　（　　　　）に注意を与える。,遠回し
6,523,第六章　保護者編　人を変える九原則　自分の（　　　　）を話す。,過ち
6,524,第六章　保護者編　人を変える九原則　（　　　　）をしない。,命令
6,525,第六章　保護者編　人を変える九原則　（　　　　）を潰さない。,顔
6,526,第六章　保護者編　人を変える九原則　（　　　　）なことでも褒める。,わずか
6,527,第六章　保護者編　人を変える九原則　（　　　　）を掛ける。,期待
6,528,第六章　保護者編　人を変える九原則　（　　　　）する。,激励
6,529,第六章　保護者編　人を変える九原則　喜んで（　　　　）させる。,協力
6,530,第六章　保護者編　上手な叱り方・育て方　人間は（　　　　）ではない。失敗したりミスしたり勘違いもある。,神
6,531,第六章　保護者編　上手な叱り方・育て方　人間誰でも長所と短所、得意と（　　　　）がある。,不得意
6,532,第六章　保護者編　上手な叱り方・育て方　その子の（　　　　）的・人格的なことを言って傷付けないこと。,身体
6,533,第六章　保護者編　上手な叱り方・育て方　（　　　　）とは、その子を良くしようと思って指導することだ。,叱る
6,534,第六章　保護者編　上手な叱り方・育て方　本人の心に（　　　　）・萎縮・自信喪失・失望などを与えてはならない。,劣等感
6,535,第六章　保護者編　上手な叱り方・育て方　人前で（　　　　）をかかせるような叱り方は逆効果。悪感情が残る。,恥
6,536,第六章　保護者編　上手な叱り方・育て方　本人の良いところを（　　　　）褒めてから、本題に対して叱る。,三つ
6,537,第六章　保護者編　上手な叱り方・育て方　感情的、ヒステリックになって頭ごなしに怒鳴らない。（　　　　）が大切。,平常心
6,538,第六章　保護者編　上手な叱り方・育て方　暴力・体罰を行っては絶対にいけない。（　　　　）は以心伝心する。,憎しみ
6,539,第六章　保護者編　上手な叱り方・育て方　失敗・ミスの結果だけを見て叱らない。むしろ（　　　　）がってやる。,残念
6,540,第六章　保護者編　上手な叱り方・育て方　兄弟・姉妹・友達と（　　　　）して叱らない。それは一番嫌がること。,比較
6,541,第六章　保護者編　上手な叱り方・育て方　今回のことと（　　　　）ことを引っ張り出さない。,関係のない
6,542,第六章　保護者編　上手な叱り方・育て方　（　　　　）以上ダラダラ、グチグチと叱らない。素直に聞けなくなる。,3分
6,543,第六章　保護者編　上手な叱り方・育て方　叱るところの（　　　　）はどこか、何かを事前に整理すること。,問題点
6,544,第六章　保護者編　上手な叱り方・育て方　失敗の原因、理由、反省等、（　　　　）のチャンスをまず与えよう。,弁解
6,545,第六章　保護者編　上手な叱り方・育て方　子供の（　　　　）、今の気持ちを理解して叱っているか。自問自答せよ。,立場
6,546,第六章　保護者編　上手な叱り方・育て方　（　　　　）で叱らない。どちらかが助け船を出してやる。,夫婦
6,547,第六章　保護者編　上手な叱り方・育て方　失敗は成功のもと。（　　　　）を認め自信を付けさせ、次に期待。,努力
6,548,第六章　保護者編　子供をダメにする親　（　　　　）できない親,子離れ
6,549,第六章　保護者編　子供をダメにする親　子供に全く（　　　　）な親,無関心
6,550,第六章　保護者編　子供をダメにする親　子供に必要以上に（　　　　）になる親,神経質
6,551,第六章　保護者編　子供をダメにする親　夫婦仲の（　　　　）親,悪い
6,552,第六章　保護者編　子供をダメにする親　子供に（　　　　）なまでの期待を掛ける親,過剰
6,553,第六章　保護者編　子供をダメにする親　子供を（　　　　）し、自主性を潰してしまう親,私物化
6,554,第六章　保護者編　子供をダメにする親　（　　　　）のない親（＝目標意識のない親）,向上心
6,555,第六章　保護者編　子供をダメにする親　「叱る」と「（　　　　）」の違いがわからない親,怒る
6,556,第六章　保護者編　子供をダメにする親　全てを（　　　　）に言ってしまう親,否定的
6,557,第六章　保護者編　子供をダメにする親　皮肉や（　　　　）を言う親,愚痴
6,558,第六章　保護者編　子供をダメにする親　学校（または塾）へ（　　　　）きりの親,任せっ
6,559,第六章　保護者編　子供をダメにする親　（　　　　）的な親,評論家
6,560,第六章　保護者編　子育て名人の親の共通項　（　　　　）イメージで子供を見ている。,プラス
6,561,第六章　保護者編　子育て名人の親の共通項　いつも（　　　　）良くしている。,機嫌
6,562,第六章　保護者編　子育て名人の親の共通項　結果だけでなく、（　　　　）の努力も評価する。,途中
6,563,第六章　保護者編　子育て名人の親の共通項　我が子をよく（　　　　）している。,観察
6,564,第六章　保護者編　子育て名人の親の共通項　叱るときは（　　　　）でビシッと叱れる。,短時間
6,565,第六章　保護者編　子育て名人の親の共通項　（　　　　）表現が豊かである。,愛情
6,566,第六章　保護者編　子育て名人の親の共通項　何でも子供と（　　　　）に楽しめる。,一緒
6,567,第六章　保護者編　子育て名人の親の共通項　間違ったときは（　　　　）に謝る。,素直
6,568,第六章　保護者編　親から子への動機付け十カ条　（　　　　）を明確にさせること,目標
6,569,第六章　保護者編　親から子への動機付け十カ条　（　　　　）られる場を与えること,褒め
6,570,第六章　保護者編　親から子への動機付け十カ条　（　　　　）感／成就感を得させること,達成
6,571,第六章　保護者編　親から子への動機付け十カ条　勉強の（　　　　）を教えること,目的
6,572,第六章　保護者編　親から子への動機付け十カ条　（　　　　）原理の中に置くこと,競争
6,573,第六章　保護者編　親から子への動機付け十カ条　（　　　　）感を与えること,メリット
6,574,第六章　保護者編　親から子への動機付け十カ条　将来の（　　　　）に直結させること,夢
6,575,第六章　保護者編　親から子への動機付け十カ条　良い（　　　　）を持たせること,ライバル
6,576,第六章　保護者編　親から子への動機付け十カ条　（　　　　）対象を持たせること,憧れる
6,577,第六章　保護者編　親から子への動機付け十カ条　「努力することが格好良い」という（　　　　）を教えること,価値観
6,578,第六章　保護者編　箴言集（八）　子育ては、（　　　　）（性）育て。,個
6,579,第六章　保護者編　箴言集（八）　親は子供の悩みや（　　　　）を軽くあしらうような態度を見せてはいけない。,希望
6,580,第六章　保護者編　箴言集（八）　「話す」は「（　　　　）」が語源。心のわだかまりを除いてあげよう。,放つ
6,581,第六章　保護者編　箴言集（八）　教育は『（　　　　）』である。親も講師も子供と一緒に成長していく。,協育
6,582,第六章　保護者編　箴言集（八）　「居ハ気ヲ移ス」。（　　　　）こそ人の心まで変えていく。,環境
6,583,第六章　保護者編　箴言集（八）　「しなやかに」されど「（　　　　）」。柔軟な対応できちんとした方向付けが必要。,したたかに
6,584,第六章　保護者編　箴言集（八）　育児は（　　　　）。自らの成長のみ子供を伸ばす。,育自
6,585,第六章　保護者編　箴言集（八）　楽しいから（　　　　）になる。（　　　　）だから上手になる。,好き
6,586,第六章　保護者編　箴言集（八）　（　　　　）という字は「木の上に立って見る」と書く。我が目を離すな、手を離せ。,親
6,587,第六章　保護者編　箴言集（八）　受験への対応は引っ張り型の親より（　　　　）型の親が成功する。,後押し
6,588,第六章　保護者編　箴言集（八）　子供を（　　　　）親は、子供に甘えている親。,甘やかす
6,589,第六章　保護者編　箴言集（八）　赤ちゃんは右手に元気、左手に（　　　　）を握りしめて生まれてくる。,勇気
6,590,第六章　保護者編　箴言集（八）　子供を叱ることは、（　　　　）を叱ること。,親自身
6,591,第六章　保護者編　箴言集（八）　やたらに叱る親はダメ、叱らない親はもっとダメ、叱れない親は（　　　　）なし。,資格
6,592,第六章　保護者編　箴言集（八）　子育てとは、抱きしめ、つき離し、そして共に（　　　　）こと。,歩む
6,593,第六章　保護者編　箴言集（八）　子供は手を掛ければ掛けた分育ち、手を抜けば抜いた分（　　　　）は止まる。,成長
6,594,第六章　保護者編　箴言集（八）　子供は（　　　　）のするようにするが、言うようにはしないもの。,親
6,595,第六章　保護者編　箴言集（八）　子供は「親を（　　　　）生まれてくる」のだ。,選んで
6,596,第六章　保護者編　箴言集（八）　親は子供の心の揺れを和らげる（　　　　）であれ。,クッション
6,597,第六章　保護者編　箴言集（八）　母親は家庭の良き（　　　　）たれ。,ムードメーカー
6,598,第六章　保護者編　箴言集（八）　親になることは簡単だが、（　　　　）ことは難しい。,親である
6,599,第六章　保護者編　箴言集（八）　菊作り　菊見るときは　（　　　　）の人,かげ
6,600,第六章　保護者編　箴言集（八）　人間は（　　　　）な人からの褒め言葉を欲するもの。,身近
6,601,第六章　保護者編　箴言集（八）　子供を（　　　　）にする確実な方法は、「いつでも、何でも、手に入れられるようにしてあげる」こと。,ダメ
7,602,第七章　生徒編　志望校合格五カ条　志望校はあくまでもより高いものを目指し、（　　　　）を発揮せよ。,学園精神
7,603,第七章　生徒編　志望校合格五カ条　「（　　　　）志望校に入りたい」と強く強く望み、徹底的に挑戦せよ。,何としても
7,604,第七章　生徒編　志望校合格五カ条　現在の（　　　　）と、志望校との間の差を、いつも正確に認識し続けよ。,力
7,605,第七章　生徒編　志望校合格五カ条　どうしても達成しなくてはならない（　　　　）を決め、計画的にそして確実に実践せよ。,目標
7,606,第七章　生徒編　志望校合格五カ条　「自分は必ず志望校に合格するんだ」と固く信じ、日々の勉学に（　　　　）せよ。,完全燃焼
7,607,第七章　生徒編　受験における五つの場の理論　受験を通して、「目標の達成」のために必要な（　　　　）や方法を身に付け、その結果、合格を勝ち取るという場。,考え方
7,608,第七章　生徒編　受験における五つの場の理論　受験とは、一人ひとりの人生を大きく変えるものであり、その意味を深く理解し、積極的に（　　　　）すべき場。,挑戦
7,609,第七章　生徒編　受験における五つの場の理論　受験とは、自分自身の内に眠る無限の可能性に気付き、自信あふれる（　　　　）型の人間へと成長するチャンスの場。,能力開発
7,610,第七章　生徒編　受験における五つの場の理論　受験とは、人生そのものであり、受験を通して人生に必要な（　　　　）なことを数多く身に付ける場。,基本的
7,611,第七章　生徒編　受験における五つの場の理論　受験とは、充実した楽しい受験勉強を目指し、それを実践することで、（　　　　）を身に付ける修業の場。,生きる力
7,612,第七章　生徒編　トップ校合格の意義　将来の夢への（　　　　）、チャンスが広がる,可能性
7,613,第七章　生徒編　トップ校合格の意義　良い（　　　　）関係が得られる可能性が広がる,友人
7,614,第七章　生徒編　トップ校合格の意義　ハイレベルな生徒を育てようという（　　　　）のある教師が多い,やる気
7,615,第七章　生徒編　トップ校合格の意義　（　　　　）の求める人財レベルに成長できる,社会
7,616,第七章　生徒編　トップ校合格の意義　（　　　　）をより強く持てる,プライド
7,617,第七章　生徒編　生徒の動機付けの源泉　目標を達成した喜びと（　　　　）が得られること。,満足
7,618,第七章　生徒編　生徒の動機付けの源泉　「（　　　　）」と周囲の人々から褒められること。,さすがだ
7,619,第七章　生徒編　生徒の動機付けの源泉　意義のある役割を任され、（　　　　）が与えられること。,実行の権限
7,620,第七章　生徒編　生徒の動機付けの源泉　努力と成果に対して十分な（　　　　）が与えられること。,評価
7,621,第七章　生徒編　生徒の動機付けの源泉　勉強を通じ、（　　　　）成長が可能なこと。,人間的
7,622,第七章　生徒編　生徒の目標達成の原則　生徒自身が立案し、それが（　　　　）目標と認められること。,価値ある
7,623,第七章　生徒編　生徒の目標達成の原則　本人の人生計画に、その目標が（　　　　）、やる気を引き起こすこと。,意義深く
7,624,第七章　生徒編　生徒の目標達成の原則　（　　　　）であること。「目標項目・目標値・達成期限」を明確にすること。,具体的
7,625,第七章　生徒編　生徒の目標達成の原則　「（　　　　）」と思う難しさがあること。,かなりきつい
7,626,第七章　生徒編　生徒の目標達成の原則　（　　　　）の手法と、目標達成に対する評価があること。,自己統制
7,627,第七章　生徒編　内申点アップのコツ　まず、内申点の（　　　　）を決めよう。,目標
7,628,第七章　生徒編　内申点アップのコツ　通知表は3から4が最も（　　　　）であることを知ろう。,簡単
7,629,第七章　生徒編　内申点アップのコツ　定期テスト対策は（　　　　）に余裕を持って始めよう。,早め
7,630,第七章　生徒編　内申点アップのコツ　（　　　　）すべきものは早めに覚えよう。,暗記
7,631,第七章　生徒編　内申点アップのコツ　学校の先生の指導は素直に聞き、しっかり（　　　　）。,守ろう
7,632,第七章　生徒編　内申点アップのコツ　塾の先生の指導を（　　　　）しよう（特に苦手科目）。,活用
7,633,第七章　生徒編　内申点アップのコツ　わからない箇所は（　　　　）せず、塾の先生に質問しよう。,遠慮
7,634,第七章　生徒編　内申点アップのコツ　塾の（　　　　）は進んで受けよう。,補習
7,635,第七章　生徒編　内申点アップのコツ　（　　　　）は期限内に必ず出そう。,提出物
7,636,第七章　生徒編　内申点アップのコツ　試験日、（　　　　）はしっかり覚えておこう。,試験範囲
7,637,第七章　生徒編　偏差値アップのコツ　「偏差値（　　　　）アップ」の目標に本気で取り組もう。,10
7,638,第七章　生徒編　偏差値アップのコツ　一冊の（　　　　）を完璧にマスターしよう。,テキスト
7,639,第七章　生徒編　偏差値アップのコツ　質も大切だが、（　　　　）をこなすことがより大切である。,量
7,640,第七章　生徒編　偏差値アップのコツ　志望校の（　　　　）と自分の実力との差を常に意識しよう。,合格基準
7,641,第七章　生徒編　偏差値アップのコツ　何としても（　　　　）させるという執念を持とう。,アップ
7,642,第七章　生徒編　偏差値アップのコツ　塾の（　　　　）は徹底的にやりきろう。,宿題
7,643,第七章　生徒編　偏差値アップのコツ　良い（　　　　）を見つけ、自分を奮起させよう。,ライバル
7,644,第七章　生徒編　偏差値アップのコツ　間違えた問題は徹底的に（　　　　）し、二度と間違えないようにしよう。,分析
7,645,第七章　生徒編　偏差値アップのコツ　間違いノートを作成し、自分の（　　　　）をしっかりまとめておこう。,弱点
7,646,第七章　生徒編　偏差値アップのコツ　どんな科目でも、努力次第で偏差値は（　　　　）前後まで上がることを確信しよう。,64
7,647,第七章　生徒編　成績上昇と下降の共通項　　[上昇する子供たちの共通項]　（　　　　）な性格,素直
7,648,第七章　生徒編　成績上昇と下降の共通項　[上昇する子供たちの共通項]　（　　　　）（校）が明確,目標
7,649,第七章　生徒編　成績上昇と下降の共通項　　[上昇する子供たちの共通項]　（　　　　）対策が早い,定期テスト
7,650,第七章　生徒編　成績上昇と下降の共通項　　[上昇する子供たちの共通項]　塾を（　　　　）ない、遅刻しない,休ま
7,651,第七章　生徒編　成績上昇と下降の共通項　　[上昇する子供たちの共通項]　（　　　　）を徹底的にマスターする,テキスト
7,652,第七章　生徒編　成績上昇と下降の共通項　　[上昇する子供たちの共通項]　（　　　　）正しい,礼儀
7,653,第七章　生徒編　成績上昇と下降の共通項　　[上昇する子供たちの共通項]　塾が（　　　　）,大好き
7,654,第七章　生徒編　成績上昇と下降の共通項　　[上昇する子供たちの共通項]　（　　　　）が良い（やる気が伝わる）,目付き
7,655,第七章　生徒編　成績上昇と下降の共通項　　[上昇する子供たちの共通項]　（　　　　）をコンスタントにしている,自宅学習
7,656,第七章　生徒編　成績上昇と下降の共通項　　[上昇する子供たちの共通項]　（　　　　）がある,計画性
7,657,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　（　　　　）・欠席を繰り返す,遅刻
7,658,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　自宅学習が（　　　　）,少なすぎる
7,659,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　目標（校）が（　　　　）,全くない
7,660,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　（　　　　）族（テレビ・音楽・ゲーム・携帯電話）,ながら
7,661,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　学校の先生に（　　　　）,反抗的
7,662,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　教室の（　　　　）に座りたがる,後ろ
7,663,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　（　　　　）ばかりする,責任転嫁
7,664,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　勉強よりも（　　　　）を優先している,部活
7,665,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　自宅の勉強部屋が（　　　　）である,乱雑
7,666,第七章　生徒編　成績上昇と下降の共通項　　[下降する子供たちの共通項]　（　　　　）に参加したがらない,塾行事
7,667,第七章　生徒編　ぐんぐん伸びる子の共通項　素直に（　　　　）に従う。,指示通り
7,668,第七章　生徒編　ぐんぐん伸びる子の共通項　（　　　　）をきちんと守れる。,時間
7,669,第七章　生徒編　ぐんぐん伸びる子の共通項　「こんにちは」、「ありがとう」と明るく（　　　　）できる。,挨拶
7,670,第七章　生徒編　ぐんぐん伸びる子の共通項　字や計算を（　　　　）に書いている。,丁寧
7,671,第七章　生徒編　ぐんぐん伸びる子の共通項　（　　　　）以上集中して勉強できる。,30分
7,672,第七章　生徒編　ぐんぐん伸びる子の共通項　（　　　　）を上げたいといつも願っている。,成績
7,673,第七章　生徒編　ぐんぐん伸びる子の共通項　わからないとき、すぐ（　　　　）を引く。,辞書
7,674,第七章　生徒編　ぐんぐん伸びる子の共通項　ペンケース・カバンの中はいつも（　　　　）されている。,整理
7,675,第七章　生徒編　ぐんぐん伸びる子の共通項　いつも明るく、いつも（　　　　）でいる。,プラスイメージ
